CellType	DiseaseTissue	Ident1	Ident2	Gene	Log2FC	pval	padj	stat
Goblet	UC_R	I	NI	NISCH	-1.198	0.1228	1	-1.543
Goblet	UC_R	I	NI	PBRM1	-0.4144	0.2655	0.7243	-1.113
Goblet	UC_R	I	NI	NEK4	-0.4683	0.5634	1	-0.5777
Goblet	UC_R	I	NI	SFMBT1	-0.4552	0.3358	0.8924	-0.9625
Goblet	UC_R	I	NI	PRKCD	0.03866	0.9402	1	0.07496
Goblet	UC_R	I	NI	DCP1A	0.4314	0.2031	0.7888	1.273
Goblet	UC_R	I	NI	CACNA1D	-2.126	0.002042	0.1029	-3.084
Goblet	UC_R	I	NI	CHDH	-0.1999	0.8417	1	-0.1997
Goblet	UC_R	I	NI	SELENOK	-1.069	0.1441	1	-1.461
Goblet	UC_R	I	NI	CCDC66	0.1683	0.7811	1	0.2779
Goblet	UC_R	I	NI	TASOR	-0.2866	0.5589	1	-0.5845
Goblet	UC_R	I	NI	ARHGEF3	0.02391	0.9541	1	0.05752
Goblet	UC_R	I	NI	APPL1	-0.389	0.6162	1	-0.5012
Goblet	UC_R	I	NI	ARF4	-0.5319	0.1482	0.6334	-1.446
Goblet	UC_R	I	NI	DENND6A	0.08577	0.867	1	0.1675
Goblet	UC_R	I	NI	SLMAP	0.2148	0.4282	0.8029	0.7922
Goblet	UC_R	I	NI	FLNB	-0.1414	0.6792	0.936	-0.4136
Goblet	UC_R	I	NI	PXK	0.04265	0.9445	1	0.06955
Goblet	UC_R	I	NI	FAM3D	0.01955	0.9506	0.9825	0.06198
Goblet	UC_R	I	NI	FHIT	-0.197	0.6226	0.8948	-0.4922
Goblet	UC_R	I	NI	PTPRG	0.4891	0.2831	0.7274	1.073
Goblet	UC_R	I	NI	AC104162.2	0.4225	0.4414	1	0.7698
Goblet	UC_R	I	NI	ATXN7	0.3664	0.2791	0.7622	1.082
Goblet	UC_R	I	NI	PSMD6-AS2	0.1565	0.8384	1	0.2039
Goblet	UC_R	I	NI	ADAMTS9	-0.06486	0.9433	1	-0.07114
Goblet	UC_R	I	NI	MAGI1	0.01353	0.9605	1	0.04952
Goblet	UC_R	I	NI	MAGI1-AS1	-0.2404	0.7912	1	-0.2648
Goblet	UC_R	I	NI	SLC25A26	-0.5082	0.4674	0.9595	-0.7267
Goblet	UC_R	I	NI	LRIG1	-1.375	0.04512	0.5011	-2.004
Goblet	UC_R	I	NI	SUCLG2	-0.2813	0.4933	0.8281	-0.685
Goblet	UC_R	I	NI	EOGT	-1.011	0.1934	1	-1.301
Goblet	UC_R	I	NI	TMF1	0.03996	0.9048	0.9705	0.1196
Goblet	UC_R	I	NI	UBA3	-0.04498	0.9534	1	-0.05849
Goblet	UC_R	I	NI	ARL6IP5	-0.6399	0.4709	1	-0.721
Goblet	UC_R	I	NI	FRMD4B	0.7752	0.09294	0.6373	1.68
Goblet	UC_R	I	NI	FOXP1	-0.6635	0.1049	0.574	-1.622
Goblet	UC_R	I	NI	FOXP1-IT1	-0.4927	0.616	1	-0.5016
Goblet	UC_R	I	NI	EIF4E3	-0.5656	0.3156	0.8806	-1.003
Goblet	UC_R	I	NI	RYBP	0.02548	0.9382	0.9629	0.07752
Goblet	UC_R	I	NI	SHQ1	-0.5673	0.4596	1	-0.7396
Goblet	UC_R	I	NI	GXYLT2	-2.595	0.122	1	-1.546
Goblet	UC_R	I	NI	PPP4R2	-0.2913	0.3593	0.7853	-0.9168
Goblet	UC_R	I	NI	PDZRN3	0.4839	0.5868	0.9594	0.5434
Goblet	UC_R	I	NI	CNTN3	-0.9207	0.1571	0.7622	-1.415
Goblet	UC_R	I	NI	LINC02018	0.7839	0.1919	0.7853	1.305
Goblet	UC_R	I	NI	ZNF717	-1.002	0.2102	1	-1.253
Goblet	UC_R	I	NI	GBE1	0.5396	0.2485	0.7853	1.154
Goblet	UC_R	I	NI	CHMP2B	0.1421	0.795	1	0.2598
Goblet	UC_R	I	NI	CGGBP1	-0.5659	0.246	0.8357	-1.16
Goblet	UC_R	I	NI	ZNF654	0.4073	0.3154	0.8796	1.004
Goblet	UC_R	I	NI	C3orf38	-0.1541	0.805	1	-0.2468
Goblet	UC_R	I	NI	PROS1	-0.4144	0.6396	1	-0.4682
Goblet	UC_R	I	NI	ARL13B	-0.2636	0.7405	1	-0.3312
Goblet	UC_R	I	NI	STX19	0.2966	0.4187	0.8428	0.8086
Goblet	UC_R	I	NI	NSUN3	-0.1318	0.7098	0.8925	-0.3721
Goblet	UC_R	I	NI	MTRNR2L12	1.631	0.00139	0.06453	3.197
Goblet	UC_R	I	NI	CRYBG3	-0.7255	0.1791	0.7749	-1.343
Goblet	UC_R	I	NI	CLDND1	0.8188	0.3328	1	0.9685
Goblet	UC_R	I	NI	TBC1D23	0.5407	0.1771	0.7748	1.35
Goblet	UC_R	I	NI	ADGRG7	2.914	4.153e-05	0.01164	4.099
Goblet	UC_R	I	NI	TFG	0.008919	0.9788	0.9904	0.02654
Goblet	UC_R	I	NI	SENP7	-0.2149	0.6551	1	-0.4468
Goblet	UC_R	I	NI	PCNP	-0.481	0.3731	0.9104	-0.8907
Goblet	UC_R	I	NI	ZBTB11	-0.1081	0.8576	1	-0.1795
Goblet	UC_R	I	NI	RPL24	0.1433	0.8831	1	0.1471
Goblet	UC_R	I	NI	AC084198.2	0.01119	0.988	1	0.01501
Goblet	UC_R	I	NI	NFKBIZ	1.131	0.01834	0.2548	2.359
Goblet	UC_R	I	NI	ALCAM	-0.4532	0.178	0.6285	-1.347
Goblet	UC_R	I	NI	CBLB	-0.04628	0.9029	0.9705	-0.122
Goblet	UC_R	I	NI	BBX	-0.2707	0.4955	0.8411	-0.6815
Goblet	UC_R	I	NI	CD47	1.134	0.07198	0.5936	1.799
Goblet	UC_R	I	NI	IFT57	-2.282	0.01295	0.8167	-2.485
Goblet	UC_R	I	NI	HHLA2	0.2044	0.602	0.8649	0.5215
Goblet	UC_R	I	NI	DZIP3	0.3465	0.6714	1	0.4242
Goblet	UC_R	I	NI	NECTIN3	-0.1513	0.8535	1	-0.1846
Goblet	UC_R	I	NI	PLCXD2	0.2013	0.7104	1	0.3713
Goblet	UC_R	I	NI	PHLDB2	1.627	0.139	1	1.48
Goblet	UC_R	I	NI	C3orf52	-0.1561	0.7234	0.95	-0.3539
Goblet	UC_R	I	NI	TBILA	0.552	0.357	1	0.9211
Goblet	UC_R	I	NI	SLC9C1	-0.9391	0.1686	0.769	-1.377
Goblet	UC_R	I	NI	ATG3	0.34	0.5985	1	0.5266
Goblet	UC_R	I	NI	NEPRO	-0.2715	0.7821	1	-0.2766
Goblet	UC_R	I	NI	CFAP44	0.6443	0.07395	0.4835	1.787
Goblet	UC_R	I	NI	SPICE1	0.02794	0.9429	1	0.07157
Goblet	UC_R	I	NI	SIDT1	-0.2135	0.4095	0.8428	-0.8247
Goblet	UC_R	I	NI	USF3	0.05693	0.9073	1	0.1165
Goblet	UC_R	I	NI	NAA50	-0.006946	0.9898	1	-0.01275
Goblet	UC_R	I	NI	ATP6V1A	0.2326	0.6243	1	0.4897
Goblet	UC_R	I	NI	GRAMD1C	1.014	0.1053	0.6733	1.619
Goblet	UC_R	I	NI	CCDC191	0.4899	0.4783	1	0.7091
Goblet	UC_R	I	NI	ZBTB20	0.09221	0.7169	0.9314	0.3626
Goblet	UC_R	I	NI	IGSF11	-0.5172	0.5648	1	-0.5757
Goblet	UC_R	I	NI	B4GALT4	-0.3886	0.3025	0.7622	-1.031
Goblet	UC_R	I	NI	B4GALT4-AS1	-0.3266	0.7046	1	-0.3791
Goblet	UC_R	I	NI	ARHGAP31	-0.2801	0.5711	0.8632	-0.5665
Goblet	UC_R	I	NI	TMEM39A	0.4288	0.4408	0.8948	0.7709
Goblet	UC_R	I	NI	TIMMDC1	-0.08863	0.9025	1	-0.1226
Goblet	UC_R	I	NI	COX17	-0.2735	0.6713	1	-0.4243
Goblet	UC_R	I	NI	NR1I2	-0.1274	0.7908	1	-0.2653
Goblet	UC_R	I	NI	GSK3B	-0.1936	0.4042	0.8411	-0.8341
Goblet	UC_R	I	NI	HGD	0.24	0.6643	1	0.434
Goblet	UC_R	I	NI	RABL3	0.7524	0.3329	1	0.9683
Goblet	UC_R	I	NI	GOLGB1	0.2881	0.3073	0.7562	1.021
Goblet	UC_R	I	NI	IQCB1	0.01333	0.9815	1	0.02316
Goblet	UC_R	I	NI	ILDR1	-0.4983	0.5574	1	-0.5868
Goblet	UC_R	I	NI	FAM162A	-0.6396	0.3374	0.8936	-0.9593
Goblet	UC_R	I	NI	AC083798.2	0.5012	0.5894	1	0.5397
Goblet	UC_R	I	NI	KPNA1	-0.08526	0.8113	1	-0.2387
Goblet	UC_R	I	NI	PARP9	2.241	0.0001803	0.03101	3.745
Goblet	UC_R	I	NI	DTX3L	0.6802	0.2726	1	1.097
Goblet	UC_R	I	NI	PARP14	1.741	0.0004658	0.03521	3.5
Goblet	UC_R	I	NI	HSPBAP1	-0.3823	0.5964	1	-0.5295
Goblet	UC_R	I	NI	SLC49A4	1.305	0.01685	0.2326	2.39
Goblet	UC_R	I	NI	LINC02035	0.6239	0.5653	1	0.575
Goblet	UC_R	I	NI	PDIA5	0.3054	0.6249	1	0.489
Goblet	UC_R	I	NI	SEC22A	0.074	0.8685	1	0.1656
Goblet	UC_R	I	NI	HACD2	0.1483	0.7614	1	0.3037
Goblet	UC_R	I	NI	MYLK	-0.7083	0.128	0.5936	-1.522
Goblet	UC_R	I	NI	CCDC14	-0.3515	0.3064	0.7832	-1.023
Goblet	UC_R	I	NI	KALRN	-0.09024	0.8673	0.959	-0.1671
Goblet	UC_R	I	NI	ITGB5	0.04747	0.9349	1	0.08162
Goblet	UC_R	I	NI	MUC13	0.2437	0.6066	0.8833	0.5149
Goblet	UC_R	I	NI	HEG1	0.8039	0.3354	1	0.9633
Goblet	UC_R	I	NI	SLC12A8	-0.1964	0.7534	0.9291	-0.3142
Goblet	UC_R	I	NI	ZNF148	0.07123	0.7831	0.9361	0.2753
Goblet	UC_R	I	NI	SNX4	-0.2578	0.5976	1	-0.5278
Goblet	UC_R	I	NI	OSBPL11	-0.3816	0.4578	0.9592	-0.7425
Goblet	UC_R	I	NI	AC092902.4	0.3798	0.4681	0.9102	0.7256
Goblet	UC_R	I	NI	LINC02614	0.8643	0.1852	1	1.325
Goblet	UC_R	I	NI	ALDH1L1	0.7369	0.3116	1	1.012
Goblet	UC_R	I	NI	ZXDC	0.1631	0.6913	1	0.3971
Goblet	UC_R	I	NI	MGLL	0.3733	0.1013	0.5574	1.639
Goblet	UC_R	I	NI	KBTBD12	-0.5899	0.2379	0.7409	-1.18
Goblet	UC_R	I	NI	SEC61A1	0.01796	0.9805	1	0.02446
Goblet	UC_R	I	NI	EEFSEC	0.2647	0.7802	1	0.2791
Goblet	UC_R	I	NI	RPN1	-0.7474	0.333	1	-0.968
Goblet	UC_R	I	NI	RAB7A	0.3727	0.2281	0.7157	1.205
Goblet	UC_R	I	NI	ACAD9	1.21	0.1753	1	1.355
Goblet	UC_R	I	NI	RAB43	1.239	0.1196	1	1.556
Goblet	UC_R	I	NI	ISY1	0.0603	0.9428	1	0.07171
Goblet	UC_R	I	NI	CNBP	-0.4441	0.5044	1	-0.6676
Goblet	UC_R	I	NI	COPG1	0.2003	0.7378	1	0.3348
Goblet	UC_R	I	NI	TMCC1	-0.1983	0.471	0.8167	-0.7208
Goblet	UC_R	I	NI	PIK3R4	-0.9975	0.1587	1	-1.41
Goblet	UC_R	I	NI	ATP2C1	0.06495	0.8297	0.9847	0.2151
Goblet	UC_R	I	NI	ASTE1	-1.227	0.1632	1	-1.394
Goblet	UC_R	I	NI	NEK11	-0.4845	0.4342	0.9491	-0.782
Goblet	UC_R	I	NI	AC010210.1	0.2013	0.6932	1	0.3945
Goblet	UC_R	I	NI	ACPP	0.7146	0.3996	1	0.8423
Goblet	UC_R	I	NI	DNAJC13	0.3313	0.2867	0.7732	1.065
Goblet	UC_R	I	NI	ACAD11	1.331	0.1539	1	1.426
Goblet	UC_R	I	NI	NPHP3	0.2575	0.6151	0.972	0.5029
Goblet	UC_R	I	NI	CDV3	-0.85	0.1688	1	-1.376
Goblet	UC_R	I	NI	TOPBP1	0.6757	0.2206	0.8103	1.225
Goblet	UC_R	I	NI	SLCO2A1	0.06698	0.8719	0.9997	0.1613
Goblet	UC_R	I	NI	RYK	-0.2632	0.489	0.8727	-0.6918
Goblet	UC_R	I	NI	CEP63	-1.514	0.008355	0.2182	-2.637
Goblet	UC_R	I	NI	PPP2R3A	-0.2315	0.6703	0.9951	-0.4257
Goblet	UC_R	I	NI	MSL2	0.2504	0.6644	1	0.4338
Goblet	UC_R	I	NI	STAG1	0.06573	0.7869	0.9377	0.2704
Goblet	UC_R	I	NI	NCK1	0.8293	0.06571	0.5437	1.84
Goblet	UC_R	I	NI	ARMC8	-0.2983	0.4445	0.954	-0.7646
Goblet	UC_R	I	NI	CEP70	1.623	0.12	1	1.555
Goblet	UC_R	I	NI	PIK3CB	0.3063	0.3186	0.7853	0.9974
Goblet	UC_R	I	NI	COPB2	0.1247	0.737	1	0.3358
Goblet	UC_R	I	NI	AC046134.2	-0.09688	0.8565	1	-0.1808
Goblet	UC_R	I	NI	SLC25A36	0.308	0.6201	1	0.4958
Goblet	UC_R	I	NI	ZBTB38	0.009432	0.9807	1	0.0242
Goblet	UC_R	I	NI	RASA2	0.188	0.626	0.8796	0.4874
Goblet	UC_R	I	NI	RNF7	0.6933	0.4421	1	0.7686
Goblet	UC_R	I	NI	ATP1B3	0.4261	0.3871	0.9226	0.8649
Goblet	UC_R	I	NI	TFDP2	-0.5735	0.2963	0.8257	-1.044
Goblet	UC_R	I	NI	GK5	-0.02359	0.9465	1	-0.06711
Goblet	UC_R	I	NI	XRN1	0.8054	0.02177	0.2593	2.294
Goblet	UC_R	I	NI	ATR	0.06656	0.8892	1	0.1393
Goblet	UC_R	I	NI	PLS1	0.8359	0.003914	0.1137	2.885
Goblet	UC_R	I	NI	AC072028.1	-0.3174	0.7383	1	-0.3341
Goblet	UC_R	I	NI	U2SURP	0.3884	0.2855	0.8167	1.068
Goblet	UC_R	I	NI	PLOD2	1.139	0.06721	0.4587	1.83
Goblet	UC_R	I	NI	PLSCR4	-0.3411	0.4727	0.9705	-0.7181
Goblet	UC_R	I	NI	PLSCR1	1.064	0.01531	0.2188	2.425
Goblet	UC_R	I	NI	HPS3	1.601	0.0213	0.848	2.303
Goblet	UC_R	I	NI	TM4SF1	1.937	0.09344	1	1.678
Goblet	UC_R	I	NI	ANKUB1	-1.413	0.1213	1	-1.549
Goblet	UC_R	I	NI	RNF13	-0.6383	0.1719	0.6285	-1.366
Goblet	UC_R	I	NI	TSC22D2	-0.6697	0.09889	0.5558	-1.65
Goblet	UC_R	I	NI	SERP1	-1.156	0.07582	0.9855	-1.775
Goblet	UC_R	I	NI	EIF2A	-1.296	0.09369	1	-1.676
Goblet	UC_R	I	NI	SELENOT	-0.7422	0.3428	1	-0.9487
Goblet	UC_R	I	NI	SIAH2	-0.5794	0.3072	1	-1.021
Goblet	UC_R	I	NI	MBNL1	-0.3309	0.3334	0.769	-0.9674
Goblet	UC_R	I	NI	RAP2B	2.04	0.001105	0.07174	3.262
Goblet	UC_R	I	NI	ARHGEF26	-0.5423	0.4759	1	-0.713
Goblet	UC_R	I	NI	DHX36	0.1923	0.6039	1	0.5187
Goblet	UC_R	I	NI	PLCH1	0.3781	0.275	0.7414	1.092
Goblet	UC_R	I	NI	SLC33A1	-0.2398	0.7017	1	-0.3831
Goblet	UC_R	I	NI	GMPS	-0.6495	0.3606	1	-0.9142
Goblet	UC_R	I	NI	SSR3	-1.514	0.06031	0.8732	-1.879
Goblet	UC_R	I	NI	TIPARP	-1.128	0.004847	0.1194	-2.817
Goblet	UC_R	I	NI	LINC00886	0.08378	0.877	1	0.1547
Goblet	UC_R	I	NI	LEKR1	0.9458	0.1713	1	1.368
Goblet	UC_R	I	NI	CCNL1	0.02967	0.917	0.9861	0.1043
Goblet	UC_R	I	NI	AC092944.1	0.9559	0.2193	1	1.228
Goblet	UC_R	I	NI	RSRC1	0.08529	0.8035	0.9171	0.2488
Goblet	UC_R	I	NI	MLF1	-3.998	0.1609	1	-1.402
Goblet	UC_R	I	NI	GFM1	0.6813	0.4689	1	0.7243
Goblet	UC_R	I	NI	LXN	-0.1748	0.7628	1	-0.3018
Goblet	UC_R	I	NI	RARRES1	-1.112	0.2372	1	-1.182
Goblet	UC_R	I	NI	MFSD1	0.9157	0.3667	1	0.9027
Goblet	UC_R	I	NI	IQCJ-SCHIP1	0.7925	0.4499	1	0.7556
Goblet	UC_R	I	NI	IFT80	0.05522	0.9275	1	0.09101
Goblet	UC_R	I	NI	SMC4	-0.23	0.6804	1	-0.4119
Goblet	UC_R	I	NI	KPNA4	-0.2458	0.4986	0.8757	-0.6768
Goblet	UC_R	I	NI	ARL14	0.09398	0.8646	1	0.1705
Goblet	UC_R	I	NI	PPM1L	-1.435	0.001222	0.06292	-3.234
Goblet	UC_R	I	NI	NMD3	-0.6878	0.4023	1	-0.8374
Goblet	UC_R	I	NI	SI	-0.0822	0.8563	0.9317	-0.1811
Goblet	UC_R	I	NI	LINC02023	-0.5677	0.3347	1	-0.9647
Goblet	UC_R	I	NI	PDCD10	-0.2498	0.5526	0.8663	-0.5939
Goblet	UC_R	I	NI	GOLIM4	-0.4199	0.236	0.7409	-1.185
Goblet	UC_R	I	NI	MECOM	-0.9166	0.1566	0.6225	-1.417
Goblet	UC_R	I	NI	MYNN	0.1576	0.8396	1	0.2025
Goblet	UC_R	I	NI	LRRC31	-0.1903	0.6832	0.9054	-0.4081
Goblet	UC_R	I	NI	SEC62	-0.08201	0.8648	1	-0.1702
Goblet	UC_R	I	NI	GPR160	-0.5992	0.1851	0.7822	-1.325
Goblet	UC_R	I	NI	PHC3	-0.4289	0.1766	0.6788	-1.351
Goblet	UC_R	I	NI	PRKCI	0.02104	0.9485	1	0.06463
Goblet	UC_R	I	NI	SKIL	0.4378	0.2668	0.7489	1.11
Goblet	UC_R	I	NI	TNIK	-0.8791	0.1022	0.6671	-1.634
Goblet	UC_R	I	NI	PLD1	0.1595	0.5081	0.8632	0.6618
Goblet	UC_R	I	NI	FNDC3B	0.3209	0.271	0.7157	1.101
Goblet	UC_R	I	NI	TNFSF10	1.052	0.03488	0.3355	2.11
Goblet	UC_R	I	NI	NCEH1	-0.7644	0.152	0.5981	-1.432
Goblet	UC_R	I	NI	ECT2	0.6672	0.2609	0.848	1.124
Goblet	UC_R	I	NI	NAALADL2	0.1208	0.7921	0.9504	0.2636
Goblet	UC_R	I	NI	TBL1XR1	0.03138	0.8844	0.9791	0.1454
Goblet	UC_R	I	NI	LINC00578	-0.8409	0.6271	1	-0.4858
Goblet	UC_R	I	NI	KCNMB2-AS1	0.9334	0.3248	1	0.9846
Goblet	UC_R	I	NI	ZMAT3	-1.193	0.1633	1	-1.394
Goblet	UC_R	I	NI	PIK3CA	0.1254	0.7886	0.9123	0.2681
Goblet	UC_R	I	NI	MFN1	0.1737	0.6774	1	0.416
Goblet	UC_R	I	NI	ACTL6A	1.721	0.1931	1	1.301
Goblet	UC_R	I	NI	TTC14	0.5912	0.1434	0.7409	1.463
Goblet	UC_R	I	NI	FXR1	-0.1275	0.8232	1	-0.2235
Goblet	UC_R	I	NI	ATP11B	-0.09821	0.7295	0.9521	-0.3458
Goblet	UC_R	I	NI	DCUN1D1	0.1956	0.7291	1	0.3463
Goblet	UC_R	I	NI	MCCC1	-0.09697	0.906	1	-0.118
Goblet	UC_R	I	NI	MCF2L2	-1.106	0.06955	0.8948	-1.815
Goblet	UC_R	I	NI	B3GNT5	-0.786	0.04421	0.3625	-2.012
Goblet	UC_R	I	NI	KLHL24	0.1487	0.7281	0.9208	0.3476
Goblet	UC_R	I	NI	YEATS2	0.334	0.531	1	0.6264
Goblet	UC_R	I	NI	PARL	0.4768	0.4704	1	0.7219
Goblet	UC_R	I	NI	ABCC5	-0.1977	0.7801	1	-0.2791
Goblet	UC_R	I	NI	DVL3	0.1904	0.7953	1	0.2595
Goblet	UC_R	I	NI	PSMD2	0.7785	0.5076	1	0.6625
Goblet	UC_R	I	NI	EIF4G1	-0.3076	0.6776	1	-0.4158
Goblet	UC_R	I	NI	VPS8	-0.6463	0.08904	0.5131	-1.7
Goblet	UC_R	I	NI	C3orf70	-0.9127	0.1225	0.7099	-1.544
Goblet	UC_R	I	NI	EHHADH	-1.065	0.03678	0.8423	-2.088
Goblet	UC_R	I	NI	MAP3K13	-0.01335	0.9584	0.9847	-0.05217
Goblet	UC_R	I	NI	LIPH	-0.08938	0.7737	0.9317	-0.2875
Goblet	UC_R	I	NI	SENP2	-0.5845	0.2084	0.8029	-1.258
Goblet	UC_R	I	NI	IGF2BP2	-0.5379	0.05136	0.3833	-1.948
Goblet	UC_R	I	NI	TRA2B	-0.219	0.6106	1	-0.5093
Goblet	UC_R	I	NI	DNAJB11	0.03639	0.96	1	0.05017
Goblet	UC_R	I	NI	EIF4A2	0.1537	0.6657	1	0.432
Goblet	UC_R	I	NI	BCL6	2.782	0.01364	0.8281	2.467
Goblet	UC_R	I	NI	LPP	0.07615	0.7848	0.9123	0.273
Goblet	UC_R	I	NI	TPRG1	1.111	0.2188	1	1.23
Goblet	UC_R	I	NI	P3H2	1.985	0.1424	0.7357	1.467
Goblet	UC_R	I	NI	IL1RAP	0.403	0.6733	1	0.4217
Goblet	UC_R	I	NI	CCDC50	0.4589	0.2547	0.8428	1.139
Goblet	UC_R	I	NI	MB21D2	-1.595	0.0421	0.8017	-2.033
Goblet	UC_R	I	NI	ATP13A4	-0.2979	0.6258	1	-0.4876
Goblet	UC_R	I	NI	OPA1	-0.23	0.5842	1	-0.5472
Goblet	UC_R	I	NI	ATP13A3	-0.224	0.6276	0.8796	-0.4851
Goblet	UC_R	I	NI	TMEM44	1.015	0.01741	0.2832	2.378
Goblet	UC_R	I	NI	LSG1	0.3721	0.6629	1	0.4359
Goblet	UC_R	I	NI	ACAP2	0.1355	0.5874	0.8796	0.5426
Goblet	UC_R	I	NI	PPP1R2	-0.3988	0.531	1	-0.6265
Goblet	UC_R	I	NI	MUC20	-0.2473	0.6904	1	-0.3983
Goblet	UC_R	I	NI	MUC4	1.008	0.05242	0.3766	1.94
Goblet	UC_R	I	NI	TFRC	-2.978	0.004765	0.6213	-2.823
Goblet	UC_R	I	NI	PCYT1A	0.2695	0.5343	1	0.6214
Goblet	UC_R	I	NI	UBXN7	0.1271	0.7724	1	0.2892
Goblet	UC_R	I	NI	RNF168	-0.6487	0.3343	1	-0.9655
Goblet	UC_R	I	NI	PAK2	0.2934	0.4773	0.8662	0.7107
Goblet	UC_R	I	NI	SENP5	-0.004541	0.9899	0.9789	-0.01262
Goblet	UC_R	I	NI	NCBP2	-0.2461	0.7805	1	-0.2786
Goblet	UC_R	I	NI	PIGZ	0.1175	0.7935	0.9391	0.2618
Goblet	UC_R	I	NI	DLG1	0.1229	0.5615	0.8947	0.5806
Goblet	UC_R	I	NI	BDH1	0.1797	0.745	1	0.3252
Goblet	UC_R	I	NI	RUBCN	-0.2889	0.6772	1	-0.4163
Goblet	UC_R	I	NI	FYTTD1	0.3079	0.721	1	0.3571
Goblet	UC_R	I	NI	LRCH3	0.5084	0.1686	0.6695	1.377
Goblet	UC_R	I	NI	ZNF595	-0.6163	0.4761	1	-0.7125
Goblet	UC_R	I	NI	ZNF718	-0.2143	0.6829	1	-0.4084
Goblet	UC_R	I	NI	ZNF141	-0.2981	0.5802	1	-0.5531
Goblet	UC_R	I	NI	ZNF721	-0.3382	0.3295	0.773	-0.9751
Goblet	UC_R	I	NI	PIGG	-0.4097	0.4705	1	-0.7217
Goblet	UC_R	I	NI	PCGF3	-0.2652	0.5834	1	-0.5484
Goblet	UC_R	I	NI	AC139887.2	1.022	0.1424	0.7409	1.467
Goblet	UC_R	I	NI	GAK	0.0225	0.9537	0.9841	0.058
Goblet	UC_R	I	NI	TMEM175	-0.321	0.7207	1	-0.3575
Goblet	UC_R	I	NI	AC092535.4	-0.07421	0.9313	1	-0.08619
Goblet	UC_R	I	NI	CTBP1	-0.01702	0.98	1	-0.02513
Goblet	UC_R	I	NI	MAEA	0.7442	0.1458	1	1.454
Goblet	UC_R	I	NI	UVSSA	1.171	0.03227	0.861	2.141
Goblet	UC_R	I	NI	LETM1	-1.249	0.1577	1	-1.413
Goblet	UC_R	I	NI	NSD2	-0.4916	0.2808	0.7246	-1.078
Goblet	UC_R	I	NI	NELFA	-0.3858	0.6188	1	-0.4976
Goblet	UC_R	I	NI	MXD4	-1.713	0.1173	1	-1.566
Goblet	UC_R	I	NI	ZFYVE28	0.2834	0.4339	0.8219	0.7826
Goblet	UC_R	I	NI	RNF4	0.07082	0.9164	1	0.1049
Goblet	UC_R	I	NI	FAM193A	0.08205	0.7908	0.95	0.2653
Goblet	UC_R	I	NI	SH3BP2	0.9191	0.0619	0.5728	1.867
Goblet	UC_R	I	NI	ADD1	-0.08129	0.8109	1	-0.2393
Goblet	UC_R	I	NI	HTT	-0.2939	0.519	0.9926	-0.6449
Goblet	UC_R	I	NI	RGS12	0.7685	0.2589	1	1.129
Goblet	UC_R	I	NI	LRPAP1	-0.72	0.4208	1	-0.8051
Goblet	UC_R	I	NI	STX18	0.2544	0.5021	0.8288	0.6713
Goblet	UC_R	I	NI	STX18-AS1	2.469	0.0271	0.9629	2.21
Goblet	UC_R	I	NI	KIAA0232	0.3026	0.3029	0.769	1.03
Goblet	UC_R	I	NI	TBC1D14	-0.09978	0.8335	1	-0.2102
Goblet	UC_R	I	NI	AFAP1	-0.3885	0.3365	0.8927	-0.9611
Goblet	UC_R	I	NI	ABLIM2	0.1166	0.8886	1	0.14
Goblet	UC_R	I	NI	ACOX3	0.07575	0.9133	1	0.1088
Goblet	UC_R	I	NI	AC108519.1	-0.1422	0.8596	1	-0.1768
Goblet	UC_R	I	NI	AC105916.1	-1.572	0.01264	0.6829	-2.494
Goblet	UC_R	I	NI	WDR1	0.5914	0.2343	0.8281	1.189
Goblet	UC_R	I	NI	HS3ST1	-1.118	0.1737	1	-1.361
Goblet	UC_R	I	NI	AC006230.1	-0.6671	0.3654	1	-0.9051
Goblet	UC_R	I	NI	AC005699.1	-0.4157	0.4911	0.8569	-0.6886
Goblet	UC_R	I	NI	RAB28	0.2622	0.5495	1	0.5986
Goblet	UC_R	I	NI	BOD1L1	-0.01809	0.9563	0.9847	-0.05478
Goblet	UC_R	I	NI	CPEB2	0.1194	0.8061	1	0.2455
Goblet	UC_R	I	NI	FBXL5	0.117	0.7771	1	0.283
Goblet	UC_R	I	NI	PROM1	1.025	0.1375	0.7317	1.485
Goblet	UC_R	I	NI	TAPT1	-0.372	0.4432	0.9499	-0.7667
Goblet	UC_R	I	NI	TAPT1-AS1	-0.7244	0.2391	1	-1.177
Goblet	UC_R	I	NI	LAP3	0.6406	0.4962	1	0.6806
Goblet	UC_R	I	NI	MED28	-0.4036	0.6587	1	-0.4418
Goblet	UC_R	I	NI	LCORL	0.2465	0.3283	0.766	0.9775
Goblet	UC_R	I	NI	PACRGL	0.5318	0.2857	0.8627	1.068
Goblet	UC_R	I	NI	KCNIP4	6.643	0.004659	0.1194	2.83
Goblet	UC_R	I	NI	ADGRA3	-1.262	0.02007	0.2334	-2.325
Goblet	UC_R	I	NI	PPARGC1A	-1.312	0.02668	0.3863	-2.216
Goblet	UC_R	I	NI	DHX15	-0.4835	0.133	0.5924	-1.502
Goblet	UC_R	I	NI	CCDC149	-0.8535	0.1325	0.7216	-1.504
Goblet	UC_R	I	NI	SEPSECS	0.3633	0.5981	1	0.5271
Goblet	UC_R	I	NI	PI4K2B	-0.3735	0.4974	0.921	-0.6785
